Street address,Trading name,Number of seats,Longitude,Latitude,Type
181 William Street,Nashi,22,144.9573923,-37.81531863,Cafe
95-97 Lygon Street,I Love Istanbul,42,144.9659498,-37.80467681,Cafe
350-352 Drummond Street,Markov,20,144.9692712,-37.79771074,Cafe
394-400 Little Bourke Street,Nando's,100,144.9609004,-37.81365679,Cafe
1 Star Circus,Nando's,50,144.9378299,-37.81315031,Cafe
790-814 Collins Street,Street Kitchen Co,57,144.9458305,-37.821044,Cafe
225-229 Victoria Street,Common Ground Coffee,12,144.9539596,-37.80587196,Cafe
3 Southgate Avenue,The Deck,30,144.9662623,-37.82066923,Cafe
121 Exhibition Street,Mabrown Curry House,10,144.9701092,-37.81281453,Cafe
249-263 Faraday Street,Wild Timor Coffee Carlton Pty Ltd,24,144.9652584,-37.7987209,Cafe
264 Wellington Parade,KereKere Green,50,144.9804557,-37.81296163,Cafe
193 Flemington Road,Refs Cafe,8,144.9484238,-37.79508314,Cafe
2 Swanston Street,Taxi Kitchen,220,144.9699175,-37.81784465,Cafe
743-751 Swanston Street,China Style ,40,144.9636423,-37.8006201,Cafe
304-306 Little Collins Street,Cafe Insieme,16,144.9643486,-37.81473293,Cafe
123-129 Howard Street,Ample Cafe Bar,12,144.9536961,-37.80409478,Cafe
36-58 Macaulay Road,Platinum Cafe,35,144.9430243,-37.7985945,Cafe
136-154 Victoria Street,T-Square Club Cafe,38,144.9625116,-37.80619487,Cafe
478 Drummond Street,Fatayer Cafe,30,144.9690954,-37.79465838,Cafe
562-574 Bourke Street,The Common,106,144.9567557,-37.81550891,Cafe
480 Bourke Street,CBD Bakery,10,144.9594641,-37.81506553,Cafe
2-50 Southbank Boulevard,Pellaroma Cafe Bar ,28,144.962643,-37.82221927,Cafe
133-139 City Road,Dee Casa,60,144.9635826,-37.82348388,Cafe
232 Lygon Street,Ghans House,18,144.9672175,-37.80175883,Cafe
206-218 Bourke Street,China Chilli,180,144.9668768,-37.81259409,Cafe
432-446 Docklands Drive,Sakura Sushi Bar,56,144.9378299,-37.81315031,Cafe
427-457 Swanston Street,Roll'D RMIT,39,144.9626932,-37.80826292,Cafe
177-183 Lygon Street,Cafe Cavallino,48,144.9664967,-37.80144374,Cafe
477-479 St Kilda Road,The Deck Cafe On St Kilda Road,32,144.978556,-37.8418809,Cafe
299-307 Bourke Street,Sensory Lab,8,144.9648958,-37.81436987,Cafe
381-405 Royal Parade,Primary Cafe,24,144.9586811,-37.78398214,Cafe
32-54 Lonsdale Street,Olivino @ Urban Workshop ,48,144.9707325,-37.8091842,Cafe
54-58 Hardware Lane,Max Bar & Restaurant,108,144.9612623,-37.81339488,Cafe
1-9 Freshwater Place,Cowboy Cafe,6,144.962154,-37.82167834,Cafe
275 Lygon Street,Salonica Gyros Bar,20,144.9669104,-37.79905377,Cafe
788-812 Bourke Street,Tataki Noodles & Dumplings,25,144.9451224,-37.81888389,Cafe
31 Sturt Street,Blondie Bar,40,144.9677949,-37.82420378,Cafe
63 Errol Street,Agraba,38,144.9492052,-37.803603,Cafe
6-12 Atkin Street,Saluministi,8,144.9486384,-37.80374164,Cafe
305-307 Exhibition Street,B & B' Guette Cafe,38,144.9687626,-37.80879339,Cafe
163-261 Spencer Street,Schnitz,50,144.951187,-37.81501701,Cafe
8 Whiteman Street,Long Chim,100,144.9586604,-37.82312164,Cafe
175-181 A'Beckett Street,ABC Cafe,60,144.958212,-37.81022045,Cafe
252-254 Flinders Lane,Aix Cafe Creperie Salon,13,144.9655966,-37.8166033,Cafe
3 Southgate Avenue,Hophaus,140,144.9662623,-37.82066923,Cafe
177 Russell Street,Crazy Wing,40,144.9675488,-37.81229698,Cafe
535 Bourke Street,Sake Jr,32,144.9578132,-37.81636534,Cafe
174 Bellair Street,Sori Cafe,12,144.9299293,-37.79360999,Cafe
25-45 Collins Street,Pei Modern,80,144.9726281,-37.81430616,Cafe
500-514 Collins Street,Kantina Kartel,100,144.9574732,-37.81753383,Cafe
185-199 Queen Street,Queen Street Rescue,33,144.9599687,-37.81428585,Cafe
258-264 Little Bourke Street,8 Bit,35,144.9648395,-37.8125239,Cafe
13A Victoria Street,Han Guuk Guan Korean Restaurant,124,144.9679821,-37.8075865,Cafe
29-65 South Wharf Promenade,Charlie Lovett,40,144.9503336,-37.82409303,Cafe
1-9 Southbank Boulevard,Breslin Bar And Grill,100,144.9628914,-37.8210403,Cafe
12-16 Kavanagh Street,Saporito Cafe Bar & Grill,12,144.9662582,-37.82261378,Cafe
2 St Andrews Place,Macchiato,60,144.9773405,-37.81154319,Cafe
535 Bourke Street,Etto St James,47,144.9578132,-37.81636534,Cafe
302-308 Flinders Lane,Northeast China Family,124,144.9638971,-37.81719967,Cafe
221-231 Queen Street,Speck Cafe,20,144.9597543,-37.81355361,Cafe
452-470 Flinders Street,Laneway Cafe,32,144.9586012,-37.81946849,Cafe
8 Whiteman Street,Rosetta,88,144.9586604,-37.82312164,Cafe
229 Russell Street,Bamboo Village BBQ,30,144.967115,-37.81129519,Cafe
60 Hardware Lane,Il Nostro Posto,21,144.961215,-37.81328955,Cafe
302-304 Little Lonsdale Street,Cafe Giraffe,50,144.960506,-37.81151662,Cafe
134-142 Swanston Street,L'Incontro,100,144.9662921,-37.81430553,Cafe
261-263 Queensberry Street,QB's Cafe,12,144.9599256,-37.80440558,Cafe
221 Little Lonsdale Street,Squisito Bar,16,144.9657034,-37.810658,Cafe
1-19 Princes Walk,Pilgrim,40,144.9689349,-37.81865919,Cafe
60 Olympic Boulevard,Edwin's Cafe,24,144.9823854,-37.82487806,Cafe
385 Bourke Street,Oli & Levi,15,144.9629442,-37.81491502,Cafe
28 Wills Street,Little Chef,36,144.9571621,-37.81071591,Cafe
1-19 Princes Walk,Riverland Bar,35,144.9689349,-37.81865919,Cafe
306-320 Little Lonsdale Street,Dare 1,52,144.9602803,-37.81158232,Cafe
10 Brens Drive,State Netball & Hockey Centre Cafe,16,144.947632,-37.78541878,Cafe
669-675 Bourke Street,Kinfolk Cafe,8,144.9541004,-37.81721781,Cafe
330-344 Little Lonsdale Street,Don Too,50,144.9596748,-37.81181165,Cafe
18-22 Flemington Road,Isabella ,36,144.9550404,-37.79885182,Cafe
1-9 Freshwater Place,Crintis Southbank,380,144.962154,-37.82167834,Cafe
65W Toorak Road,Fawkner Park Tennis Centre,12,144.9800012,-37.83804253,Cafe
351-357 Collins Street,Henrietta's Chicken Shop,61,144.9627888,-37.81722704,Cafe
559-587 Collins Street,Pho Nom,28,144.9557275,-37.81902044,Cafe
194-196 Faraday Street,Yo-Chi,40,144.9680207,-37.79844782,Cafe
1 Star Circus,Chillipadi Mamak,50,144.9378299,-37.81315031,Cafe
524 Macaulay Road,Mr Griffiths Alibis and Libations,30,144.9286331,-37.79404162,Cafe
75-77 Flinders Lane,Cafe Shots Espresso Bar,18,144.9722399,-37.81514512,Cafe
225-237 King Street,Taketori Fusion Japanese,60,144.9547419,-37.81488684,Cafe
69-71 Errol Street,Errol's Cafe,30,144.9490835,-37.80345572,Cafe
230 Grattan Street,The Potter Espresso Bar,42,144.9612468,-37.79739836,Cafe
100 Dorcas Street,Arkibar Cucina,60,144.9662961,-37.83070462,Cafe
147-149 Bourke Street,Gyoza Douraku,80,144.9689721,-37.81280567,Cafe
733-747 Collins Street,De Mad Hatter,93,144.9494345,-37.82089145,Cafe
401-405 Little Bourke Street,The Apartment Restaurant Club Lounge,100,144.9610348,-37.81403196,Cafe
487-497 Flinders Lane,B3 Cafe,28,144.957712,-37.81937993,Cafe
380-384 Little Bourke Street,Kirk's Wine Bar,28,144.9613283,-37.81354346,Cafe
221 Little Lonsdale Street,Papparich,40,144.9657034,-37.810658,Cafe
179 Russell Street,Ta-Ta House,80,144.9675307,-37.81225906,Cafe
435-437 St Kilda Road,Cafe Promenade,60,144.9775355,-37.83909862,Cafe
287-293 Exhibition Street,Vanilla Bean,80,144.9688949,-37.80907468,Cafe
106-116 A'Beckett Street,I Love Dumplings,80,144.9599969,-37.80914342,Cafe
283-297 Bourke Street,The Pancake Parlour,250,144.9652357,-37.8142367,Cafe
273-279 Little Collins Street,San Paolo Solarino,45,144.9653693,-37.81490375,Cafe
350 Lygon Street,Grill'd Healthy Burgers,56,144.9675264,-37.79887015,Cafe
346-376 Queen Street,Stassi Cafe,4,144.9592377,-37.81024912,Cafe
377-379 Little Collins Street,Nori Nori,6,144.9624392,-37.81585501,Cafe
4-10 Bank Place,Treviso,85,144.9606423,-37.81669009,Cafe
40-66 Siddeley Street,Sea on Quay,20,144.9525486,-37.82290352,Cafe
116 Lygon Street,Il Dolce Freddo,22,144.9666993,-37.80443778,Cafe
32-54 Lonsdale Street,Shuji Sushi,14,144.9707325,-37.8091842,Cafe
233-237 Lonsdale Street,Touche Hombre,20,144.9655481,-37.81158031,Cafe
6-8 Nicholson Street,Cafe Ecco,200,144.973619,-37.80849653,Cafe
737-743 Bourke Street,The Hof Downtown,96,144.9489519,-37.81914692,Cafe
458-468 Lonsdale Street,The Firm Espresso Bar,48,144.9583529,-37.8130525,Cafe
362 Lygon Street,Sea Saltfish & Sushi Bar,43,144.9676347,-37.79832944,Cafe
211-229 Sturt Street,Downstaris Bistro & Lounge ,26,144.9661569,-37.82967464,Cafe
439-445 St Kilda Road,Commodity Cafe ,80,144.977677,-37.83949217,Cafe
505-535 Collins Street,Vue De Monde,30,144.957551,-37.8186626,Cafe
641-679 Collins Street,Espresso Hub,32,144.9530968,-37.81969578,Cafe
84-90 Lorimer Street,Mad Duck Cafe,35,144.9435506,-37.82438863,Cafe
509-515 St Kilda Road,In a Rush,30,144.9793624,-37.8441033,Cafe
304-328 Swanston Street,The Moat Bar & Cafe,50,144.965306,-37.80976881,Cafe
170-176 William Street,Cafe Lavita On William ,60,144.9582309,-37.81492637,Cafe
111-129 Bourke Street,Crisp Creative Salad,24,144.9701092,-37.81281453,Cafe
6-8 Anderson Street,Roller Door Cafe,24,144.9421307,-37.80592001,Cafe
120 Lygon Street,Lygon Charcoal Grill & Steakhouse,29,144.9666993,-37.80443778,Cafe
66 Bourke Street,Pellegrinis Espresso Bar,45,144.9711634,-37.81165009,Cafe
134-142 Swanston Street,L'Incontro,20,144.9662921,-37.81430553,Cafe
32-54 Lonsdale Street,Babbo,42,144.9707325,-37.8091842,Cafe
3-5 Star Circus,The Coffee Club Waterfront City,50,144.9378299,-37.81315031,Cafe
18-38 Siddeley Street,Jamps Cafe,57,144.9536422,-37.82253633,Cafe
27-45 Whiteman Street,Schnitz,65,144.9583432,-37.82559096,Cafe
171-173 King Street,Shanghai Master Dumpling,50,144.95526,-37.81608475,Cafe
528-538 Lonsdale Street,Lua Bakery,22,144.9564217,-37.81365662,Cafe
452-470 Flinders Street,Laneway Cafe,72,144.9586012,-37.81946849,Cafe
153-163 Barry Street,Baretto Cafe,120,144.9592807,-37.80023307,Cafe
57-67 Little Collins Street,Rare Steakhouse,110,144.9716953,-37.81309819,Cafe
85-161 Spencer Street,Southern Asian Cuisine,43,144.9523393,-37.81815358,Cafe
816 Lorimer Street,Bolte Cafe,24,144.9309535,-37.82210926,Cafe
4 Riverside Quay,Soho Restaurant & Bar,60,144.9633758,-37.82092509,Cafe
399-413 Lonsdale Street,A25,26,144.9606809,-37.81303978,Cafe
148 Swanston Street,Sushi Sushi,10,144.9662156,-37.8141284,Cafe
173-175 Bourke Street,Taco Bill Mexican Restaurant,50,144.9684168,-37.81298798,Cafe
17-19 Elizabeth Street,Snack Delight,36,144.9644466,-37.81771534,Cafe
76-84 Collins Street,Mediterranean Deli,34,144.9707087,-37.81358646,Cafe
109-117 Swanston Street,30ml Coffee,16,144.9657774,-37.81507697,Cafe
185-187 Lygon Street,Cafe Cavallino,68,144.9664496,-37.80128848,Cafe
587-589 Elizabeth Street,BBQ Brothers 10,76,144.9581233,-37.80460732,Cafe
3-5 Star Circus,Healthy Habits,10,144.9378299,-37.81315031,Cafe
175-177 Domain Road,Bacash,16,144.9819451,-37.83430009,Cafe
1-9 Freshwater Place,Cowboy Cafe,8,144.962154,-37.82167834,Cafe
462-468 Swanston Street,The Big Mama,48,144.96333,-37.8060084,Cafe
300-316 Flinders Street,#Coffee,80,144.964041,-37.81805379,Cafe
11-19 Liverpool Street,Hochi Mama Kitchen,12,144.9713242,-37.81131159,Cafe
188 Bellair Street,Fruits of Passion,28,144.9299933,-37.79392952,Cafe
300-328 Grattan Street,Hudsons Coffee Melbourne Private,20,144.9559628,-37.79854141,Cafe
27-35 Little Bourke Street,Mezzo ,16,144.97183,-37.8109435,Cafe
519-539 St Kilda Road,Shuji Sushi,25,144.9798191,-37.8455379,Cafe
430-436 Little Collins Street,Bistro Vue,110,144.9601101,-37.81596878,Cafe
41-43 Exhibition Street,Blue Bag,10,144.9715746,-37.81501535,Cafe
104-112 Flinders Street,Pastuso,170,144.9711544,-37.81600001,Cafe
201-203 Faraday Street,Shakahari Vegetarian Restaurant,20,144.967803,-37.79900338,Cafe
230 Grattan Street,Lab 39,32,144.9612468,-37.79739836,Cafe
221-231 Queen Street,French Fix,4,144.9597543,-37.81355361,Cafe
174-184 City Road,Rumour Restaurant Bar & Lounge,20,144.9618918,-37.82382188,Cafe
189 Elgin Street,Ultimate Coffee Bar,12,144.9682099,-37.79746832,Cafe
3-5 Star Circus,The Coffee Club Waterfront City,100,144.9378299,-37.81315031,Cafe
500-514 Collins Street,Henry & The Fox,181,144.9574732,-37.81753383,Cafe
237 Swanston Street,Tina's Noodle Kitchen,80,144.9648043,-37.81244693,Cafe
161 Spring Street,The European,18,144.9724291,-37.8109513,Cafe
185-187 Lonsdale Street,International Diethnes Cakes,73,144.9668486,-37.81118708,Cafe
150 Lonsdale Street,The J Walk Cafe,70,144.967574,-37.81012652,Cafe
313-329 Exhibition Street,Shuji Sushi,56,144.9684259,-37.80864972,Cafe
233-237 Lonsdale Street,Touche Hombre,80,144.9655481,-37.81158031,Cafe
276-282 King Street,Dosirock,40,144.9548222,-37.81349786,Cafe
109-117 Swanston Street,Om Vegetarian,18,144.9657774,-37.81507697,Cafe
28-32 Elizabeth Street,Om Vegetarian,52,144.9648816,-37.81729894,Cafe
299-319 Queen Street,Melbourne Mahn Doo,30,144.9586601,-37.81145082,Cafe
97-103 Elizabeth Street,Sacred Alley Espresso Bar,45,144.9634979,-37.81592157,Cafe
194-200 Bourke Street,Sichuan Dining Room,72,144.9672768,-37.8124312,Cafe
106 Lygon Street,Saigon Pho Carlton,10,144.9666993,-37.80443778,Cafe
105 Little Bourke Street,Dessert Kitchen,50,144.9693399,-37.81146308,Cafe
89-105 Collins Street,Laissez-Faire,26,144.9707498,-37.81492031,Cafe
167 Lygon Street,Kokoblack,60,144.966446,-37.80178513,Cafe
162 Albert Street,Grocery Bar East Melbourne,34,144.9856254,-37.81004657,Cafe
166-170 Lonsdale Street,Melina on the Rooftop,100,144.9673697,-37.8105674,Cafe
306-308 Lygon Street,Dimattina's Restaurant Bar,36,144.9674164,-37.79978612,Cafe
100-102 Flinders Street,A Hereford Beefstouw,125,144.9713707,-37.81593915,Cafe
303 Lygon Street,Tiamo Coffee,20,144.9670898,-37.79822136,Cafe
92-106 Victoria Parade,East Side Story Bar + Cafe,58,144.9748871,-37.80862592,Cafe
349-351 Victoria Street,Katmandu Cottage,8,144.9497885,-37.80539346,Cafe
194-208 Victoria Street,Brother Dough,71,144.9606673,-37.80607064,Cafe
196-198 Pelham Street,Keiser Cafe,24,144.9592355,-37.80185711,Cafe
790-814 Collins Street,A25,12,144.9458305,-37.821044,Cafe
235-251 Bourke Street,Oh Deer,44,144.9665978,-37.81376503,Cafe
349-351 Flinders Lane,Bluestone Restaurant / Bluestone Downstairs,140,144.9628549,-37.81789895,Cafe
16-32 Rakaia Way,Renzo's Bar Cafe Italiano,90,144.9412614,-37.81460533,Cafe
3 Southgate Avenue,Lindt Chocolate Cafe,38,144.9662623,-37.82066923,Cafe
737-743 Bourke Street,Nine Elephants Thai Restaurant,38,144.9489519,-37.81914692,Cafe
2-24 Waterview Walk,Six Drops Coffee House,28,144.9479753,-37.81925128,Cafe
263-329 Lorimer Street,Pier 35 Bar & Grill,90,144.9052161,-37.82483593,Cafe
53 Royal Parade,Cafe Royale,18,144.9575513,-37.79539648,Cafe
215 Queen Street,Michelangelo,12,144.9598741,-37.81379647,Cafe
121-131 Collins Street,Collins Kitchen,360,144.9698467,-37.81516811,Cafe
407B-407D St Kilda Road,Cafe Rosco,88,144.9762096,-37.836275,Cafe
1 Riverside Quay,The Bond Store Cafe,14,144.9638744,-37.82193589,Cafe
229 Exhibition Street,Dumpling To Go,45,144.9695404,-37.81058325,Cafe
121 Exhibition Street,Mad Mex,20,144.9701092,-37.81281453,Cafe
201-203 Bourke Street,KFC,50,144.9675263,-37.81323955,Cafe
122 Russell Street,Embla,8,144.9687154,-37.81342961,Cafe
506-516 Elizabeth Street,Wing Loong Chinese Restaurant,60,144.9601828,-37.80671508,Cafe
452-456 Lonsdale Street,Piccolo Me,80,144.9586138,-37.81298088,Cafe
607-621 Swanston Street,Wonder Kafe,25,144.9629688,-37.80403829,Cafe
318-322 Little Collins Street,Chokolait,25,144.9640121,-37.81488174,Cafe
168-174 Bourke Street,Nando's Russell Street,72,144.968248,-37.81251216,Cafe
45 Collins Street,Laurent,54,144.9726281,-37.81430616,Cafe
53-57 Lonsdale Street,Kenny's Bakery Cafe,36,144.9707149,-37.81005686,Cafe
11-41 Melrose Street,Cafe Innov-8,18,144.9414027,-37.79501722,Cafe
131-133 Domain Road,Entrecote - Paris Steakhouse & Winebar,120,144.9804913,-37.83412547,Cafe
267-275 Flinders Lane,Xpressomondo,18,144.9654844,-37.81710105,Cafe
25-45 Collins Street,The Atrium on 35,150,144.9726281,-37.81430616,Cafe
6-8 Dorcas Street,Nashi ,33,144.9702153,-37.82981139,Cafe
330-344 Little Lonsdale Street,Corner Lane Cafe,50,144.9596748,-37.81181165,Cafe
607-619 Bourke Street,In A Rush ,36,144.9555529,-37.81677365,Cafe
345 Victoria Street,Cafe Metsa,38,144.9499616,-37.80546579,Cafe
16-30 Russell Place,Neapoli Wine Bar,20,144.9674275,-37.81355434,Cafe
221-229 Faraday Street,Thresherman's Bakehouse,70,144.9667269,-37.79886072,Cafe
70 Bourke Street,Self Preservation,16,144.9710755,-37.81166963,Cafe
221 Little Lonsdale Street,Meshiya Japanese Restaurant,12,144.9657034,-37.810658,Cafe
559-587 Collins Street,Earl Canteen,23,144.9557275,-37.81902044,Cafe
181 William Street,Nashi,16,144.9573923,-37.81531863,Cafe
578-606 Bourke Street,Nando's - Bourke Place,46,144.9561073,-37.81571393,Cafe
415-421 St Kilda Road,Bon,21,144.9770428,-37.83774553,Cafe
2 Swanston Street,Bokchoy Tang,36,144.9699175,-37.81784465,Cafe
289-299 Swanston Street,Starbucks ,90,144.9642637,-37.8112271,Cafe
242-244 Lygon Street,Front Cooking School,239,144.9672606,-37.80151178,Cafe
429 Little Collins Street,Little Brother Cafe,75,144.960452,-37.8162783,Cafe
470-496 Swanston Street,Cafe Crema,30,144.9635132,-37.80555235,Cafe
386-392 Little Bourke Street,Ciao Pizza Napoli Restaurant,60,144.9610735,-37.81359799,Cafe
174-184 City Road,Rumour Restaurant Bar & Lounge,60,144.9618918,-37.82382188,Cafe
161-173 Domain Road,Botanical Hotel,22,144.9816996,-37.83431735,Cafe
185-189 Domain Road,The Golden Triangle Restaurant,60,144.9822675,-37.8343508,Cafe
37 Errol Street,Char Siu House,12,144.9490851,-37.80412429,Cafe
45 Newquay Promenade,Berth Restaurant,80,144.9418421,-37.81515588,Cafe
559-587 Collins Street,Spudbar Collins Street 567,16,144.9557275,-37.81902044,Cafe
220 Spencer Street,Pretty Mama,90,144.9535531,-37.8153588,Cafe
330-352 William Street,Beer Wine and Calzone,90,144.9565783,-37.81124428,Cafe
48-50 Flemington Road,McDonalds Royal Children's Hospital,32,144.9501914,-37.79382016,Cafe
222-224 Pelham Street,Books N Bites Cafe,12,144.9583287,-37.80169537,Cafe
392-396 Little Collins Street,Marroo,74,144.9615306,-37.81556194,Cafe
304-306 Little Collins Street,Cafe Insieme,14,144.9643486,-37.81473293,Cafe
194-200 Bourke Street,Sushi Hotaru,46,144.9672768,-37.8124312,Cafe
250-254 Flinders Street,II Tempo Bar,50,144.9659973,-37.81752037,Cafe
183-265 La Trobe Street,Gloria Jeans Level 2,54,144.9630189,-37.81073331,Cafe
494-512 Bourke Street,Ikyu Sushi,80,144.9587607,-37.81494883,Cafe
184-192 Collins Street,Bistrot D'Orsay,50,144.9672778,-37.81485585,Cafe
519-539 St Kilda Road,Cafe La Colline ,34,144.9798191,-37.8455379,Cafe
19-21 Lincoln Square South,Kaprica,60,144.9627813,-37.80336259,Cafe
737-743 Bourke Street,11 Inch Pizza CBD,40,144.9489519,-37.81914692,Cafe
20-30 Convention Centre Place,Studio Coffee,100,144.9523782,-37.82539976,Cafe
295-301 Exhibition Street,Miss Chu,50,144.9688284,-37.80893166,Cafe
84-90 Lorimer Street,Al-Khaleej Restaurant,80,144.9435506,-37.82438863,Cafe
169 Bourke Street,Da Rin,52,144.9685632,-37.81294598,Cafe
111-129 Bourke Street,Healthy Habits Cafe,14,144.9701092,-37.81281453,Cafe
206-218 Bourke Street,Lost Heaven,250,144.9668768,-37.81259409,Cafe
288-294 Russell Street,Indian Delights On Russell,10,144.966972,-37.80966479,Cafe
501-503 Elizabeth Street,McDonalds,136,144.9595526,-37.80735265,Cafe
377-391 Swanston Street,Hungry Jack's,12,144.9634198,-37.80945732,Cafe
165-167 Exhibition Street,Indi Hots Restaurant,80,144.9700956,-37.81170899,Cafe
320-386 Epsom Road,Rye Cafe,40,144.9155212,-37.78257294,Cafe
359 Victoria Street,Amiconi,8,144.9495766,-37.80538455,Cafe
3-5 Waratah Place,Old Crystal Jade Steamboat,50,144.9670449,-37.81172075,Cafe
501-503 Elizabeth Street,McDonalds,64,144.9595526,-37.80735265,Cafe
829-843 Bourke Street,Indi Hots,30,144.9434599,-37.82044558,Cafe
183-265 La Trobe Street,Frozen by a Thousand Blessings,21,144.9630189,-37.81073331,Cafe
111-113 Grattan Street,Tigerlily Cafe,52,144.9657698,-37.80081687,Cafe
313-315 Drummond Street,Masani's Italian Dinning & Terrace ,30,144.968492,-37.79837995,Cafe
238 Lygon Street,Spaghettata Restaurant,44,144.9672365,-37.80162591,Cafe
550 Lonsdale Street,Shuji Sushi,10,144.9560169,-37.8134766,Cafe
821-827 Bourke Street,Delhi Belly,56,144.9441447,-37.82029136,Cafe
41-55 Victoria Harbour Promenade,IGG International Buffet and Bar,660,144.9429888,-37.81938143,Cafe
16-32 Rakaia Way,Renzo's Bar Cafe Italiano,90,144.9412614,-37.81460533,Cafe
489-499 Elizabeth Street,Jasper Kitchen ,60,144.9596331,-37.80750344,Cafe
104 Ireland Street,Villanove Coffee,16,144.9430815,-37.80642484,Cafe
394 Collins Street,The Bank On Collins,100,144.9610454,-37.81666775,Cafe
8 Whiteman Street,Silks,170,144.9586604,-37.82312164,Cafe
103-107 Errol Street,Auction Rooms,104,144.9494609,-37.8024571,Cafe
717-731 Collins Street,Long Shot,24,144.9500934,-37.82068699,Cafe
